temperatura;int_arraial;dir_arraial;u_arraial;v_arraial;EkT_arraial;EkB_arraial;int_copa;dir_copa;u_copa;v_copa;EkT_copa;EkB_copa;elevacao
22.22;5.42;197.2;-5.18;-1.6;-0.14;-0.53;0.98;205.4;-0.88;-0.42;-0.03;0.38;0.04
22.03;5.43;197;-5.19;-1.59;-0.14;-0.52;0.98;206.51;-0.88;-0.44;-0.03;0.38;0.04
21.84;5.43;196.77;-5.2;-1.57;-0.14;-0.51;0.99;207.62;-0.88;-0.46;-0.03;0.38;0.04
21.65;5.43;196.52;-5.21;-1.54;-0.14;-0.49;1;208.73;-0.88;-0.48;-0.03;0.38;0.04
21.44;5.43;196.24;-5.21;-1.52;-0.14;-0.47;1.01;209.84;-0.88;-0.5;-0.03;0.38;0.04
21.24;5.42;195.94;-5.21;-1.49;-0.14;-0.44;1.03;210.93;-0.88;-0.53;-0.03;0.38;0.04
21.03;5.4;195.62;-5.2;-1.45;-0.14;-0.41;1.04;212.02;-0.88;-0.55;-0.03;0.39;0.05
20.81;5.37;195.27;-5.19;-1.42;-0.14;-0.38;1.06;213.08;-0.88;-0.58;-0.03;0.39;0.05
20.6;5.35;194.89;-5.17;-1.37;-0.13;-0.35;1.07;214.13;-0.89;-0.6;-0.03;0.4;0.05
20.39;5.31;194.5;-5.14;-1.33;-0.13;-0.31;1.09;215.16;-0.89;-0.63;-0.03;0.4;0.05
20.18;5.27;194.08;-5.11;-1.28;-0.13;-0.26;1.1;216.18;-0.89;-0.65;-0.03;0.41;0.05
19.96;5.22;193.64;-5.08;-1.23;-0.13;-0.22;1.12;217.18;-0.89;-0.68;-0.03;0.42;0.05
19.76;5.17;193.17;-5.04;-1.18;-0.13;-0.17;1.13;218.17;-0.89;-0.7;-0.03;0.43;0.05
19.55;5.12;192.69;-4.99;-1.12;-0.13;-0.12;1.15;219.15;-0.89;-0.72;-0.03;0.45;0.06
19.35;5.05;192.18;-4.94;-1.07;-0.13;-0.06;1.16;220.13;-0.89;-0.75;-0.03;0.46;0.06
19.15;4.99;191.64;-4.88;-1.01;-0.13;0;1.17;221.11;-0.88;-0.77;-0.03;0.48;0.06
18.96;4.91;191.09;-4.82;-0.95;-0.12;0.05;1.18;222.1;-0.88;-0.79;-0.03;0.5;0.06
18.78;4.84;190.51;-4.76;-0.88;-0.12;0.12;1.19;223.11;-0.87;-0.81;-0.03;0.52;0.06
18.6;4.76;189.9;-4.69;-0.82;-0.12;0.18;1.2;224.13;-0.86;-0.83;-0.03;0.54;0.06
18.43;4.67;189.28;-4.61;-0.75;-0.12;0.24;1.2;225.19;-0.85;-0.85;-0.03;0.56;0.06
18.27;4.58;188.62;-4.53;-0.69;-0.12;0.3;1.2;226.28;-0.83;-0.87;-0.03;0.58;0.07
18.11;4.49;187.94;-4.45;-0.62;-0.11;0.37;1.2;227.43;-0.81;-0.88;-0.03;0.61;0.07
17.97;4.39;187.24;-4.36;-0.55;-0.11;0.43;1.2;228.63;-0.79;-0.9;-0.03;0.63;0.07
17.83;4.29;186.5;-4.27;-0.49;-0.11;0.49;1.19;229.91;-0.76;-0.91;-0.03;0.66;0.07
17.7;4.19;185.73;-4.17;-0.42;-0.11;0.55;1.18;231.28;-0.74;-0.92;-0.03;0.68;0.07
17.59;4.09;184.93;-4.07;-0.35;-0.1;0.61;1.16;232.75;-0.7;-0.93;-0.03;0.71;0.08
17.48;3.98;184.09;-3.97;-0.28;-0.11;0.67;1.14;234.35;-0.67;-0.93;-0.03;0.74;0.08
17.38;3.87;183.21;-3.86;-0.22;-0.11;0.72;1.12;236.09;-0.63;-0.93;-0.03;0.76;0.08
17.29;3.76;182.29;-3.75;-0.15;-0.1;0.77;1.1;238;-0.58;-0.93;-0.03;0.79;0.08
17.21;3.64;181.31;-3.64;-0.08;-0.1;0.82;1.07;240.11;-0.53;-0.93;-0.03;0.81;0.09
17.15;3.53;180.28;-3.53;-0.02;-0.1;0.87;1.04;242.46;-0.48;-0.93;-0.03;0.84;0.09
17.09;3.41;179.19;-3.41;0.05;-0.09;0.91;1.01;245.09;-0.43;-0.92;-0.03;0.86;0.09
17.04;3.3;178.03;-3.3;0.11;-0.09;0.95;0.98;248.03;-0.37;-0.91;-0.03;0.88;0.09
17;3.18;176.79;-3.18;0.18;-0.09;0.98;0.94;251.35;-0.3;-0.89;-0.03;0.9;0.1
16.97;3.06;175.47;-3.05;0.24;-0.08;1.01;0.91;255.09;-0.23;-0.88;-0.02;0.91;0.1
16.95;2.95;174.05;-2.93;0.31;-0.08;1.04;0.88;259.3;-0.16;-0.86;-0.02;0.93;0.1
16.94;2.83;172.53;-2.81;0.37;-0.08;1.06;0.84;264.05;-0.09;-0.84;-0.02;0.94;0.11
16.94;2.72;170.88;-2.68;0.43;-0.07;1.08;0.82;269.36;-0.01;-0.82;-0.02;0.95;0.11
16.94;2.61;169.1;-2.56;0.49;-0.07;1.09;0.79;275.24;0.07;-0.79;-0.02;0.95;0.11
16.95;2.5;167.16;-2.43;0.55;-0.07;1.1;0.78;281.64;0.16;-0.76;-0.02;0.95;0.12
16.97;2.39;165.06;-2.31;0.62;-0.07;1.11;0.77;288.46;0.24;-0.73;-0.02;0.94;0.12
17;2.29;162.77;-2.18;0.68;-0.06;1.11;0.77;295.55;0.33;-0.69;-0.02;0.93;0.12
17.04;2.19;160.29;-2.06;0.74;-0.06;1.11;0.78;302.71;0.42;-0.66;-0.02;0.92;0.13
17.08;2.09;157.58;-1.93;0.8;-0.06;1.1;0.8;309.72;0.51;-0.62;-0.02;0.9;0.13
17.12;2;154.63;-1.81;0.86;-0.05;1.09;0.84;316.41;0.61;-0.58;-0.02;0.87;0.14
17.17;1.92;151.44;-1.69;0.92;-0.05;1.08;0.88;322.64;0.7;-0.53;-0.02;0.84;0.14
17.23;1.85;148;-1.57;0.98;-0.05;1.07;0.93;328.33;0.79;-0.49;-0.03;0.8;0.14
17.29;1.78;144.31;-1.44;1.04;-0.05;1.05;0.99;333.47;0.89;-0.44;-0.03;0.76;0.15
17.36;1.72;140.37;-1.32;1.1;-0.05;1.04;1.06;338.08;0.98;-0.39;-0.03;0.71;0.15
17.42;1.67;136.21;-1.2;1.15;-0.05;1.02;1.13;342.19;1.07;-0.34;-0.03;0.65;0.16
17.5;1.63;131.88;-1.09;1.21;-0.04;1;1.2;345.85;1.16;-0.29;-0.03;0.59;0.16
17.57;1.6;127.4;-0.97;1.27;-0.04;0.98;1.27;349.14;1.25;-0.24;-0.03;0.52;0.16
17.65;1.58;122.85;-0.86;1.33;-0.04;0.96;1.35;352.08;1.33;-0.19;-0.04;0.45;0.17
17.72;1.57;118.29;-0.75;1.38;-0.04;0.94;1.42;354.75;1.41;-0.13;-0.04;0.37;0.17
17.8;1.57;113.77;-0.63;1.44;-0.04;0.93;1.49;357.17;1.49;-0.07;-0.04;0.28;0.17
17.89;1.59;109.37;-0.53;1.5;-0.04;0.91;1.57;359.39;1.57;-0.02;-0.04;0.19;0.18
17.97;1.61;105.12;-0.42;1.55;-0.04;0.9;1.64;14.343;1.63;0.04;-0.04;0.1;0.18
18.05;1.63;101.08;-0.31;1.6;-0.04;0.89;1.7;33.419;1.7;0.1;-0.05;-0.01;0.18
18.13;1.67;97.266;-0.21;1.65;-0.05;0.88;1.76;51.339;1.76;0.16;-0.05;-0.11;0.19
18.21;1.71;93.692;-0.11;1.7;-0.05;0.87;1.82;68.327;1.81;0.22;-0.05;-0.22;0.19
18.3;1.75;90.363;-0.01;1.75;-0.05;0.86;1.88;84.581;1.86;0.28;-0.05;-0.34;0.19
18.38;1.8;87.275;0.09;1.8;-0.05;0.86;1.92;10.028;1.89;0.34;-0.05;-0.46;0.19
18.46;1.85;84.418;0.18;1.84;-0.05;0.86;1.97;11.559;1.93;0.39;-0.05;-0.58;0.2
18.53;1.91;81.777;0.27;1.89;-0.05;0.86;2;13.065;1.95;0.45;-0.05;-0.71;0.2
18.61;1.96;79.339;0.36;1.93;-0.05;0.86;2.04;14.562;1.97;0.51;-0.06;-0.83;0.2
18.68;2.02;77.085;0.45;1.96;-0.06;0.87;2.06;16.063;1.98;0.57;-0.06;-0.96;0.2
18.76;2.07;74.999;0.54;2;-0.06;0.87;2.08;17.581;1.98;0.63;-0.06;-1.09;0.2
18.83;2.12;73.067;0.62;2.03;-0.06;0.88;2.09;19.129;1.98;0.69;-0.06;-1.22;0.2
18.9;2.18;71.273;0.7;2.06;-0.06;0.89;2.1;20.721;1.96;0.74;-0.06;-1.35;0.2
18.96;2.23;69.605;0.78;2.09;-0.06;0.89;2.1;22.37;1.94;0.8;-0.06;-1.48;0.2
19.03;2.27;68.051;0.85;2.11;-0.06;0.9;2.09;24.091;1.91;0.85;-0.06;-1.6;0.2
19.09;2.32;66.6;0.92;2.13;-0.06;0.9;2.08;25.897;1.87;0.91;-0.06;-1.72;0.2
19.15;2.36;65.245;0.99;2.14;-0.06;0.9;2.07;27.804;1.83;0.96;-0.06;-1.84;0.2
19.2;2.4;63.977;1.05;2.15;-0.07;0.9;2.04;29.827;1.77;1.02;-0.06;-1.96;0.2
19.25;2.43;62.791;1.11;2.16;-0.07;0.89;2.02;31.982;1.71;1.07;-0.06;-2.07;0.2
19.3;2.46;61.682;1.17;2.16;-0.07;0.89;1.99;34.286;1.64;1.12;-0.05;-2.17;0.2
19.35;2.48;60.645;1.22;2.16;-0.07;0.87;1.96;36.755;1.57;1.17;-0.05;-2.27;0.2
19.39;2.5;59.677;1.26;2.16;-0.07;0.85;1.92;39.405;1.48;1.22;-0.05;-2.36;0.2
19.44;2.51;58.776;1.3;2.15;-0.07;0.83;1.89;42.251;1.4;1.27;-0.05;-2.44;0.2
19.47;2.52;57.942;1.34;2.14;-0.07;0.8;1.85;45.308;1.3;1.31;-0.05;-2.52;0.19
19.51;2.52;57.172;1.37;2.12;-0.07;0.77;1.81;48.583;1.2;1.36;-0.05;-2.58;0.19
19.54;2.51;56.468;1.39;2.1;-0.07;0.73;1.78;52.083;1.09;1.4;-0.05;-2.64;0.19
19.57;2.5;55.83;1.4;2.07;-0.07;0.69;1.75;55.806;0.98;1.45;-0.05;-2.69;0.19
19.6;2.48;55.259;1.41;2.04;-0.07;0.64;1.72;59.743;0.87;1.49;-0.05;-2.72;0.18
19.63;2.45;54.759;1.41;2;-0.07;0.59;1.7;63.876;0.75;1.53;-0.05;-2.75;0.18
19.65;2.41;54.333;1.41;1.96;-0.07;0.53;1.68;68.174;0.63;1.56;-0.05;-2.76;0.18
19.67;2.37;53.985;1.39;1.91;-0.06;0.46;1.68;72.6;0.5;1.6;-0.05;-2.77;0.17
19.69;2.31;53.722;1.37;1.86;-0.06;0.39;1.67;77.105;0.37;1.63;-0.05;-2.76;0.17
19.71;2.25;53.553;1.34;1.81;-0.06;0.32;1.68;81.637;0.24;1.66;-0.05;-2.74;0.16
19.72;2.18;53.487;1.29;1.75;-0.06;0.25;1.7;86.141;0.11;1.69;-0.05;-2.71;0.16
19.73;2.09;53.539;1.24;1.68;-0.06;0.17;1.72;90.565;-0.02;1.72;-0.05;-2.67;0.16
19.74;2;53.728;1.18;1.61;-0.05;0.09;1.75;94.863;-0.15;1.74;-0.05;-2.61;0.15
19.75;1.9;54.079;1.12;1.54;-0.05;0.01;1.78;98.996;-0.28;1.76;-0.05;-2.55;0.15
19.76;1.79;54.628;1.04;1.46;-0.05;-0.07;1.83;102.94;-0.41;1.78;-0.05;-2.47;0.14
19.77;1.67;55.423;0.95;1.38;-0.05;-0.16;1.87;106.66;-0.54;1.8;-0.05;-2.39;0.14
19.77;1.55;56.535;0.85;1.29;-0.04;-0.24;1.93;110.17;-0.66;1.81;-0.05;-2.3;0.13
19.77;1.41;58.069;0.75;1.2;-0.04;-0.32;1.98;113.46;-0.79;1.82;-0.05;-2.19;0.13
19.77;1.27;60.187;0.63;1.1;-0.03;-0.4;2.04;116.53;-0.91;1.82;-0.06;-2.08;0.12
19.77;1.12;63.149;0.51;1;-0.03;-0.47;2.09;119.4;-1.03;1.82;-0.06;-1.96;0.12
19.77;0.97;67.39;0.37;0.89;-0.03;-0.55;2.15;122.07;-1.14;1.82;-0.06;-1.83;0.12
19.77;0.81;73.669;0.23;0.78;-0.02;-0.62;2.21;124.56;-1.25;1.82;-0.06;-1.7;0.11
19.77;0.67;83.315;0.08;0.67;-0.02;-0.68;2.27;126.88;-1.36;1.81;-0.06;-1.56;0.11
19.76;0.55;98.376;-0.08;0.55;-0.02;-0.75;2.32;129.06;-1.46;1.8;-0.06;-1.41;0.1
19.76;0.49;120.17;-0.25;0.42;-0.01;-0.8;2.37;131.1;-1.56;1.79;-0.06;-1.26;0.1
19.75;0.51;144.64;-0.42;0.3;-0.01;-0.85;2.42;133.01;-1.65;1.77;-0.07;-1.1;0.09
19.75;0.62;164.36;-0.6;0.17;-0.02;-0.9;2.46;134.82;-1.73;1.75;-0.07;-0.94;0.09
19.74;0.79;177.5;-0.78;0.03;-0.02;-0.93;2.5;136.53;-1.81;1.72;-0.07;-0.78;0.08
19.73;0.98;185.98;-0.98;-0.1;-0.03;-0.96;2.54;138.15;-1.89;1.69;-0.07;-0.62;0.08
19.72;1.2;191.66;-1.17;-0.24;-0.03;-0.99;2.57;139.71;-1.96;1.66;-0.07;-0.46;0.08
19.71;1.42;195.64;-1.37;-0.38;-0.04;-1;2.59;141.19;-2.02;1.62;-0.07;-0.29;0.07
19.7;1.66;198.55;-1.57;-0.53;-0.05;-1.01;2.61;142.62;-2.07;1.59;-0.07;-0.13;0.07
19.69;1.9;200.76;-1.78;-0.67;-0.05;-1.02;2.63;144.01;-2.12;1.54;-0.07;0.03;0.07
19.68;2.15;202.49;-1.98;-0.82;-0.06;-1.01;2.63;145.35;-2.17;1.5;-0.07;0.19;0.06
19.67;2.4;203.88;-2.19;-0.97;-0.07;-1;2.64;146.67;-2.2;1.45;-0.07;0.35;0.06
19.65;2.65;205.03;-2.4;-1.12;-0.07;-0.98;2.64;147.96;-2.24;1.4;-0.07;0.51;0.06
19.64;2.9;205.98;-2.61;-1.27;-0.08;-0.96;2.63;149.23;-2.26;1.35;-0.07;0.66;0.05
19.63;3.15;206.8;-2.81;-1.42;-0.09;-0.93;2.62;150.5;-2.28;1.29;-0.07;0.8;0.05
19.61;3.4;207.51;-3.02;-1.57;-0.09;-0.89;2.6;151.75;-2.29;1.23;-0.07;0.94;0.05
19.6;3.65;208.13;-3.22;-1.72;-0.1;-0.85;2.58;153.01;-2.3;1.17;-0.07;1.08;0.05
19.58;3.89;208.68;-3.42;-1.87;-0.11;-0.8;2.55;154.28;-2.3;1.11;-0.07;1.2;0.04
19.57;4.13;209.18;-3.61;-2.01;-0.1;-0.75;2.52;155.56;-2.29;1.04;-0.07;1.33;0.04
19.55;4.37;209.63;-3.8;-2.16;-0.11;-0.69;2.48;156.85;-2.28;0.98;-0.07;1.44;0.04
19.53;4.59;210.04;-3.98;-2.3;-0.12;-0.64;2.44;158.17;-2.27;0.91;-0.07;1.55;0.04
19.51;4.81;210.42;-4.15;-2.44;-0.12;-0.57;2.4;159.52;-2.24;0.84;-0.07;1.64;0.04
19.49;5.03;210.77;-4.32;-2.57;-0.13;-0.51;2.35;160.91;-2.22;0.77;-0.06;1.74;0.04
19.47;5.23;211.1;-4.48;-2.7;-0.13;-0.45;2.3;162.33;-2.19;0.7;-0.06;1.82;0.04
19.45;5.42;211.4;-4.63;-2.83;-0.14;-0.38;2.24;163.8;-2.15;0.63;-0.06;1.89;0.04
19.43;5.61;211.69;-4.77;-2.95;-0.14;-0.32;2.19;165.32;-2.12;0.55;-0.06;1.95;0.03
19.4;5.78;211.96;-4.9;-3.06;-0.15;-0.25;2.13;166.9;-2.08;0.48;-0.06;2.01;0.03
19.38;5.94;212.22;-5.03;-3.17;-0.15;-0.19;2.07;168.54;-2.03;0.41;-0.06;2.05;0.03
19.36;6.09;212.47;-5.14;-3.27;-0.15;-0.12;2.01;170.25;-1.98;0.34;-0.05;2.09;0.03
19.33;6.23;212.7;-5.24;-3.36;-0.16;-0.06;1.95;172.02;-1.93;0.27;-0.05;2.12;0.03
19.31;6.35;212.91;-5.33;-3.45;-0.16;-0.01;1.89;173.88;-1.88;0.2;-0.05;2.13;0.04
19.28;6.46;213.12;-5.41;-3.53;-0.16;0.05;1.83;175.82;-1.82;0.13;-0.05;2.14;0.04
19.25;6.55;213.31;-5.48;-3.6;-0.17;0.1;1.77;177.84;-1.76;0.07;-0.05;2.14;0.04
19.23;6.63;213.49;-5.53;-3.66;-0.17;0.15;1.7;179.96;-1.7;0;-0.05;2.13;0.04
19.2;6.7;213.66;-5.58;-3.71;-0.17;0.19;1.65;182.16;-1.64;-0.06;-0.04;2.11;0.04
19.17;6.75;213.82;-5.61;-3.76;-0.17;0.23;1.59;184.45;-1.58;-0.12;-0.04;2.08;0.04
19.15;6.79;213.96;-5.63;-3.79;-0.17;0.27;1.53;186.82;-1.52;-0.18;-0.04;2.04;0.04
19.12;6.81;214.09;-5.64;-3.82;-0.17;0.3;1.48;189.28;-1.46;-0.24;-0.04;1.99;0.04
19.09;6.82;214.21;-5.64;-3.83;-0.17;0.32;1.43;191.81;-1.4;-0.29;-0.04;1.94;0.04
19.06;6.81;214.31;-5.63;-3.84;-0.17;0.34;1.38;194.41;-1.34;-0.34;-0.04;1.88;0.05
19.04;6.79;214.39;-5.6;-3.84;-0.17;0.35;1.33;197.07;-1.28;-0.39;-0.04;1.81;0.05
19.01;6.75;214.46;-5.57;-3.82;-0.17;0.36;1.29;199.76;-1.22;-0.44;-0.04;1.74;0.05
18.98;6.71;214.51;-5.53;-3.8;-0.17;0.37;1.25;202.48;-1.16;-0.48;-0.03;1.65;0.05
18.96;6.64;214.54;-5.47;-3.77;-0.17;0.36;1.22;205.2;-1.1;-0.52;-0.03;1.57;0.06
18.93;6.57;214.55;-5.41;-3.72;-0.17;0.36;1.18;207.9;-1.04;-0.55;-0.03;1.48;0.06
18.91;6.48;214.54;-5.34;-3.67;-0.16;0.35;1.15;210.55;-0.99;-0.58;-0.03;1.38;0.06
18.89;6.38;214.51;-5.26;-3.61;-0.16;0.33;1.12;213.15;-0.94;-0.61;-0.03;1.28;0.06
18.86;6.27;214.45;-5.17;-3.54;-0.16;0.32;1.09;215.65;-0.89;-0.64;-0.03;1.18;0.07
18.84;6.14;214.36;-5.07;-3.47;-0.15;0.29;1.07;218.05;-0.84;-0.66;-0.03;1.07;0.07
18.82;6.01;214.24;-4.97;-3.38;-0.15;0.27;1.04;220.32;-0.8;-0.67;-0.03;0.96;0.07
18.81;5.87;214.09;-4.86;-3.29;-0.15;0.24;1.02;222.44;-0.75;-0.69;-0.03;0.86;0.07
18.79;5.72;213.9;-4.75;-3.19;-0.14;0.21;1;224.4;-0.71;-0.7;-0.03;0.75;0.08
18.78;5.57;213.68;-4.63;-3.09;-0.14;0.17;0.98;226.19;-0.68;-0.7;-0.03;0.63;0.08
18.76;5.4;213.41;-4.51;-2.98;-0.14;0.14;0.95;227.78;-0.64;-0.71;-0.03;0.52;0.08
18.75;5.24;213.1;-4.39;-2.86;-0.13;0.1;0.93;229.17;-0.61;-0.71;-0.03;0.42;0.08
18.75;5.06;212.73;-4.26;-2.74;-0.13;0.06;0.91;230.35;-0.58;-0.7;-0.02;0.31;0.09
18.74;4.89;212.32;-4.13;-2.61;-0.12;0.02;0.89;231.3;-0.56;-0.69;-0.02;0.2;0.09
18.74;4.71;211.84;-4;-2.49;-0.12;-0.02;0.87;232.02;-0.53;-0.68;-0.02;0.1;0.09
18.73;4.53;211.3;-3.87;-2.35;-0.11;-0.06;0.84;232.5;-0.51;-0.67;-0.02;0;0.09
18.73;4.35;210.7;-3.74;-2.22;-0.11;-0.1;0.82;232.73;-0.5;-0.65;-0.02;-0.1;0.1
18.74;4.17;210.01;-3.61;-2.09;-0.11;-0.13;0.79;232.68;-0.48;-0.63;-0.02;-0.19;0.1
18.74;4;209.25;-3.49;-1.95;-0.11;-0.17;0.77;232.35;-0.47;-0.61;-0.02;-0.28;0.1
18.75;3.82;208.41;-3.36;-1.82;-0.1;-0.21;0.74;231.72;-0.46;-0.58;-0.02;-0.36;0.1
18.76;3.65;207.47;-3.24;-1.69;-0.1;-0.25;0.71;230.77;-0.45;-0.55;-0.02;-0.44;0.1
18.78;3.49;206.43;-3.12;-1.55;-0.1;-0.28;0.69;229.48;-0.45;-0.52;-0.02;-0.51;0.11
18.79;3.33;205.3;-3.01;-1.42;-0.09;-0.31;0.66;227.82;-0.44;-0.49;-0.02;-0.58;0.11
18.81;3.18;204.07;-2.9;-1.3;-0.09;-0.35;0.64;225.77;-0.44;-0.46;-0.02;-0.64;0.11
18.83;3.03;202.74;-2.8;-1.17;-0.08;-0.38;0.61;223.33;-0.44;-0.42;-0.02;-0.7;0.11
18.85;2.9;201.3;-2.7;-1.05;-0.08;-0.4;0.59;220.46;-0.45;-0.38;-0.02;-0.75;0.11
18.88;2.77;199.78;-2.61;-0.94;-0.08;-0.43;0.57;217.16;-0.45;-0.34;-0.02;-0.79;0.11
18.91;2.66;198.17;-2.52;-0.83;-0.07;-0.45;0.55;213.45;-0.46;-0.3;-0.02;-0.83;0.12
18.94;2.55;196.5;-2.45;-0.72;-0.07;-0.47;0.53;209.36;-0.47;-0.26;-0.01;-0.86;0.12
18.97;2.46;194.78;-2.38;-0.63;-0.07;-0.49;0.52;204.93;-0.47;-0.22;-0.01;-0.88;0.12
19;2.37;193.04;-2.31;-0.54;-0.06;-0.5;0.52;200.25;-0.48;-0.18;-0.01;-0.9;0.12
19.04;2.3;191.31;-2.26;-0.45;-0.06;-0.52;0.51;195.41;-0.49;-0.14;-0.01;-0.91;0.12
19.08;2.24;189.63;-2.21;-0.38;-0.06;-0.53;0.51;190.52;-0.5;-0.09;-0.01;-0.91;0.12
19.12;2.19;188.02;-2.17;-0.31;-0.06;-0.54;0.52;185.69;-0.51;-0.05;-0.01;-0.91;0.12
19.16;2.16;186.52;-2.14;-0.24;-0.06;-0.54;0.53;181.01;-0.53;-0.01;-0.01;-0.9;0.12
19.2;2.13;185.16;-2.12;-0.19;-0.06;-0.55;0.54;176.56;-0.54;0.03;-0.01;-0.88;0.12
19.24;2.11;183.98;-2.11;-0.15;-0.06;-0.55;0.55;172.38;-0.55;0.07;-0.02;-0.86;0.12
19.28;2.11;182.99;-2.1;-0.11;-0.06;-0.55;0.57;168.51;-0.56;0.11;-0.02;-0.83;0.12
19.33;2.11;182.22;-2.11;-0.08;-0.06;-0.54;0.59;164.95;-0.57;0.15;-0.02;-0.8;0.12
19.37;2.12;181.66;-2.12;-0.06;-0.06;-0.54;0.6;161.69;-0.57;0.19;-0.02;-0.76;0.11
19.42;2.14;181.32;-2.14;-0.05;-0.06;-0.53;0.62;158.71;-0.58;0.23;-0.02;-0.71;0.11
19.47;2.16;181.19;-2.16;-0.05;-0.06;-0.52;0.64;155.98;-0.59;0.26;-0.02;-0.67;0.11
19.51;2.2;181.27;-2.2;-0.05;-0.06;-0.51;0.66;153.49;-0.59;0.3;-0.02;-0.61;0.11
19.56;2.24;181.54;-2.24;-0.06;-0.06;-0.5;0.68;151.19;-0.6;0.33;-0.02;-0.55;0.11
19.61;2.29;181.98;-2.29;-0.08;-0.06;-0.49;0.7;149.06;-0.6;0.36;-0.02;-0.49;0.11
19.65;2.34;182.56;-2.34;-0.1;-0.06;-0.48;0.71;147.07;-0.6;0.39;-0.02;-0.43;0.11
19.7;2.41;183.27;-2.4;-0.14;-0.07;-0.46;0.73;145.19;-0.6;0.41;-0.02;-0.36;0.1
19.74;2.47;184.08;-2.47;-0.18;-0.07;-0.44;0.74;143.4;-0.59;0.44;-0.02;-0.29;0.1
19.78;2.55;184.97;-2.54;-0.22;-0.07;-0.43;0.75;141.68;-0.58;0.46;-0.02;-0.22;0.1
19.83;2.63;185.91;-2.61;-0.27;-0.07;-0.41;0.75;140;-0.58;0.48;-0.02;-0.14;0.1
19.87;2.71;186.9;-2.69;-0.33;-0.07;-0.39;0.76;138.33;-0.56;0.5;-0.02;-0.07;0.1
19.91;2.8;187.91;-2.77;-0.39;-0.08;-0.37;0.76;136.67;-0.55;0.52;-0.02;0.01;0.09
19.95;2.89;188.92;-2.86;-0.45;-0.08;-0.35;0.76;134.98;-0.54;0.54;-0.02;0.09;0.09
19.99;2.99;189.92;-2.95;-0.52;-0.08;-0.34;0.75;133.24;-0.52;0.55;-0.02;0.16;0.09
20.02;3.09;190.91;-3.04;-0.59;-0.08;-0.32;0.75;131.44;-0.5;0.56;-0.02;0.24;0.09
20.06;3.19;191.88;-3.13;-0.66;-0.09;-0.3;0.74;129.54;-0.47;0.57;-0.02;0.31;0.08
20.09;3.3;192.81;-3.22;-0.73;-0.09;-0.28;0.73;127.54;-0.45;0.58;-0.02;0.38;0.08
20.13;3.41;193.7;-3.31;-0.81;-0.09;-0.26;0.72;125.38;-0.42;0.59;-0.02;0.46;0.08
20.16;3.51;194.55;-3.4;-0.88;-0.1;-0.24;0.71;123.07;-0.38;0.59;-0.02;0.52;0.08
20.19;3.62;195.36;-3.49;-0.96;-0.1;-0.23;0.69;120.55;-0.35;0.59;-0.02;0.59;0.08
20.21;3.73;196.12;-3.58;-1.03;-0.1;-0.21;0.67;117.81;-0.31;0.6;-0.02;0.65;0.07
20.24;3.83;196.83;-3.67;-1.11;-0.1;-0.2;0.66;114.81;-0.28;0.6;-0.02;0.71;0.07
20.27;3.93;197.5;-3.75;-1.18;-0.11;-0.19;0.64;111.54;-0.24;0.6;-0.02;0.76;0.07
20.29;4.03;198.12;-3.83;-1.25;-0.1;-0.17;0.63;107.97;-0.19;0.6;-0.02;0.81;0.07
20.32;4.13;198.69;-3.91;-1.32;-0.1;-0.16;0.61;104.08;-0.15;0.59;-0.02;0.85;0.07
20.34;4.23;199.22;-3.99;-1.39;-0.11;-0.15;0.6;99.891;-0.1;0.59;-0.02;0.89;0.07
20.36;4.32;199.7;-4.06;-1.45;-0.11;-0.14;0.59;95.408;-0.06;0.58;-0.02;0.92;0.06
20.38;4.4;200.14;-4.13;-1.51;-0.11;-0.14;0.58;90.674;-0.01;0.58;-0.02;0.95;0.06
20.4;4.48;200.53;-4.2;-1.57;-0.11;-0.13;0.58;85.753;0.04;0.57;-0.02;0.97;0.06
20.42;4.55;200.88;-4.26;-1.62;-0.11;-0.13;0.58;80.728;0.09;0.57;-0.02;0.98;0.06
20.44;4.62;201.2;-4.31;-1.67;-0.12;-0.12;0.58;75.697;0.14;0.56;-0.02;0.98;0.06
20.46;4.69;201.47;-4.36;-1.72;-0.12;-0.12;0.59;70.76;0.19;0.56;-0.02;0.98;0.06
20.48;4.74;201.7;-4.41;-1.75;-0.12;-0.12;0.6;66.011;0.24;0.55;-0.02;0.97;0.06
20.5;4.79;201.9;-4.45;-1.79;-0.12;-0.12;0.62;61.53;0.29;0.54;-0.02;0.95;0.06
20.53;4.84;202.06;-4.49;-1.82;-0.12;-0.12;0.64;57.372;0.34;0.54;-0.02;0.93;0.06
20.55;4.88;202.19;-4.52;-1.84;-0.12;-0.13;0.66;53.574;0.39;0.53;-0.02;0.9;0.06
20.57;4.91;202.28;-4.54;-1.86;-0.12;-0.13;0.68;50.151;0.44;0.53;-0.02;0.86;0.06
20.59;4.94;202.34;-4.57;-1.88;-0.12;-0.13;0.71;47.103;0.48;0.52;-0.02;0.82;0.06
20.62;4.96;202.36;-4.58;-1.89;-0.12;-0.14;0.74;44.419;0.53;0.52;-0.02;0.77;0.06
20.64;4.97;202.36;-4.6;-1.89;-0.13;-0.15;0.76;42.08;0.57;0.51;-0.02;0.71;0.07
20.67;4.98;202.33;-4.61;-1.89;-0.13;-0.15;0.79;40.067;0.61;0.51;-0.02;0.64;0.07
